id_customer,dob,age,gender,id_city
274669,1971-01-11,51,F,9.0
275111,1971-01-12,51,M,8.0
269574,1971-01-14,51,F,5.0
273602,1971-01-15,51,M,2.0
267558,1971-01-17,51,M,6.0
271776,1971-01-22,51,F,10.0
272992,1971-01-22,51,F,1.0
274215,1971-01-23,51,M,8.0
272536,1971-01-28,51,M,2.0
274101,1971-02-01,51,M,1.0
270120,1971-02-01,51,F,9.0
274913,1971-02-02,51,M,8.0
271323,1971-02-02,51,M,1.0
268744,1971-02-06,51,F,2.0
271900,1971-02-08,51,M,9.0
272594,1971-02-09,51,M,10.0
272418,1971-02-13,51,F,6.0
270738,1971-02-14,51,F,1.0
272874,1971-02-15,51,F,1.0
270427,1971-02-15,51,F,5.0
271975,1971-02-16,51,M,2.0
269139,1971-02-20,51,M,3.0
268813,1971-02-21,51,M,7.0
269091,1971-02-23,51,F,10.0
268583,1971-02-23,51,F,8.0
270534,1971-02-24,51,M,7.0
274978,1971-02-26,51,M,9.0
270393,1971-02-26,51,F,1.0
266794,1971-02-28,51,F,9.0
266886,1971-02-28,51,M,1.0
272497,1971-03-01,51,M,10.0
273545,1971-03-01,51,M,3.0
270252,1971-03-02,51,M,5.0
267101,1971-03-02,51,M,8.0
270631,1971-03-05,51,F,8.0
267818,1971-03-07,51,M,2.0
267742,1971-03-08,51,M,5.0
275023,1971-03-09,51,M,6.0
271019,1971-03-09,51,F,5.0
271718,1971-03-10,51,F,6.0
271905,1971-03-11,51,F,2.0
267976,1971-03-11,51,F,10.0
270921,1971-03-14,51,F,7.0
270770,1971-03-15,51,M,5.0
275172,1971-03-16,51,F,1.0
270711,1971-03-17,51,F,7.0
268581,1971-03-17,51,F,9.0
274073,1971-03-18,51,M,10.0
272009,1971-03-19,51,M,8.0
267346,1971-03-19,51,M,7.0
274839,1971-03-19,51,F,7.0
267269,1971-03-21,51,F,4.0
274441,1971-03-22,51,M,1.0
272940,1971-03-25,51,F,1.0
274807,1971-03-28,51,F,7.0
267240,1971-03-29,51,M,6.0
268670,1971-04-01,51,M,9.0
267350,1971-04-01,51,F,9.0
269218,1971-04-06,51,M,8.0
270002,1971-04-08,51,M,7.0
271651,1971-04-10,51,F,1.0
269658,1971-04-11,51,F,6.0
268500,1971-04-13,51,F,7.0
267228,1971-04-14,51,F,6.0
268657,1971-04-18,51,F,8.0
267032,1971-04-21,51,F,4.0
268342,1971-04-21,51,M,7.0
271489,1971-04-21,51,M,9.0
267078,1971-04-22,51,M,5.0
267463,1971-04-22,51,F,4.0
274960,1971-04-24,51,F,9.0
273358,1971-04-25,51,F,8.0
267098,1971-04-27,51,F,9.0
273781,1971-04-28,51,F,3.0
272037,1971-04-29,51,F,7.0
271485,1971-05-01,51,M,10.0
268909,1971-05-01,51,M,2.0
271684,1971-05-04,51,M,4.0
272672,1971-05-05,51,F,10.0
274551,1971-05-06,51,M,3.0
273807,1971-05-08,51,M,9.0
274818,1971-05-08,51,M,4.0
274092,1971-05-10,51,M,9.0
274008,1971-05-11,51,M,6.0
269935,1971-05-11,51,F,4.0
274549,1971-05-13,51,M,1.0
269245,1971-05-20,51,M,4.0
268263,1971-05-20,51,F,1.0
270478,1971-05-20,51,F,7.0
272729,1971-05-21,51,F,2.0
272839,1971-05-22,51,F,8.0
270150,1971-05-22,51,F,8.0
273963,1971-05-24,51,F,7.0
269844,1971-05-25,51,F,9.0
275174,1971-05-27,51,F,10.0
266931,1971-05-29,51,F,4.0
273146,1971-06-04,51,M,5.0
267995,1971-06-04,51,M,4.0
270036,1971-06-04,51,M,8.0
268301,1971-06-05,51,F,1.0
268200,1971-06-05,51,F,1.0
274412,1971-06-06,51,F,4.0
267852,1971-06-07,51,F,9.0
267639,1971-06-07,51,M,8.0
274837,1971-06-09,51,F,3.0
273383,1971-06-11,51,F,6.0
274632,1971-06-13,51,F,3.0
273397,1971-06-14,51,F,5.0
274406,1971-06-15,51,F,1.0
267849,1971-06-17,51,F,3.0
271331,1971-06-18,51,F,9.0
274662,1971-06-20,51,M,7.0
271827,1971-06-21,51,M,3.0
270119,1971-06-23,51,F,2.0
267452,1971-06-24,51,F,5.0
267395,1971-06-24,51,M,6.0
271915,1971-06-24,51,F,7.0
272098,1971-06-25,51,F,4.0
267001,1971-06-27,51,F,6.0
268363,1971-06-29,51,M,10.0
268840,1971-06-29,51,M,8.0
270586,1971-06-29,51,M,2.0
272162,1971-07-03,51,F,5.0
269473,1971-07-04,51,M,4.0
269756,1971-07-04,51,M,3.0
271445,1971-07-05,51,F,3.0
271345,1971-07-06,51,F,8.0
273527,1971-07-07,51,F,2.0
269357,1971-07-08,51,M,9.0
273924,1971-07-09,51,F,7.0
268629,1971-07-10,51,F,9.0
274084,1971-07-10,51,F,5.0
270259,1971-07-10,51,M,5.0
270764,1971-07-11,51,M,1.0
268197,1971-07-11,51,M,3.0
271492,1971-07-11,51,F,5.0
267634,1971-07-11,51,M,5.0
270818,1971-07-14,51,F,1.0
274663,1971-07-15,51,F,1.0
270378,1971-07-18,51,F,2.0
273445,1971-07-18,51,M,2.0
270922,1971-07-21,51,F,7.0
274504,1971-07-24,51,F,5.0
274295,1971-07-25,51,F,1.0
267815,1971-07-26,51,F,10.0
268385,1971-07-27,51,M,4.0
269058,1971-07-29,51,M,8.0
273997,1971-07-29,51,M,3.0
269035,1971-07-29,51,M,2.0
273868,1971-08-02,51,M,2.0
269764,1971-08-03,51,M,5.0
273456,1971-08-04,51,M,6.0
267914,1971-08-06,51,M,8.0
269244,1971-08-08,51,F,8.0
274177,1971-08-08,51,M,5.0
268916,1971-08-10,51,F,6.0
269315,1971-08-12,51,M,2.0
272893,1971-08-12,51,M,10.0
272094,1971-08-12,51,F,7.0
271027,1971-08-13,51,M,8.0
271122,1971-08-16,51,M,2.0
268700,1971-08-18,51,F,3.0
275104,1971-08-18,51,M,3.0
271863,1971-08-19,51,M,1.0
271784,1971-08-22,51,M,3.0
274488,1971-08-24,51,M,7.0
273518,1971-08-25,51,F,8.0
271636,1971-08-29,51,M,9.0
268099,1971-09-01,51,M,5.0
275148,1971-09-03,51,F,4.0
268108,1971-09-03,51,M,7.0
266854,1971-09-04,51,M,5.0
273986,1971-09-07,51,M,9.0
268786,1971-09-07,51,F,10.0
268453,1971-09-09,51,M,3.0
270203,1971-09-11,51,M,4.0
267807,1971-09-11,51,M,7.0
270154,1971-09-16,51,F,4.0
274268,1971-09-21,51,M,9.0
268698,1971-10-04,51,M,5.0
274927,1971-10-06,51,M,3.0
270451,1971-10-07,51,F,10.0
273563,1971-10-08,51,F,6.0
267545,1971-10-09,51,M,8.0
273318,1971-10-12,51,F,4.0
271179,1971-10-12,51,F,5.0
270861,1971-10-14,51,M,4.0
271679,1971-10-15,51,F,5.0
268021,1971-10-18,51,F,10.0
272062,1971-10-19,51,F,5.0
274629,1971-10-20,51,M,5.0
273502,1971-10-21,51,M,3.0
275033,1971-10-21,51,F,10.0
270254,1971-10-24,51,F,7.0
267621,1971-10-26,51,F,7.0
272082,1971-10-27,51,M,5.0
274802,1971-10-28,51,F,9.0
275190,1971-11-02,51,M,6.0
268347,1971-11-03,51,M,6.0
273618,1971-11-03,51,F,9.0
275108,1971-11-04,51,F,8.0
268346,1971-11-04,51,F,7.0
274279,1971-11-06,51,M,2.0
267658,1971-11-07,51,F,5.0
273036,1971-11-09,51,F,2.0
274522,1971-11-10,51,M,7.0
274517,1971-11-11,51,F,10.0
272614,1971-11-12,51,F,8.0
272767,1971-11-13,51,M,8.0
269031,1971-11-14,51,F,10.0
268708,1971-11-15,51,F,5.0
274299,1971-11-19,51,F,7.0
270308,1971-11-19,51,F,9.0
268074,1971-11-21,51,M,5.0
274773,1971-11-21,51,M,8.0
270977,1971-11-22,51,F,5.0
270003,1971-11-22,51,M,5.0
270197,1971-11-24,51,M,3.0
269396,1971-11-25,51,M,3.0
272707,1971-11-25,51,F,8.0
273849,1971-11-28,51,M,8.0
275098,1971-11-29,51,F,2.0
268959,1971-11-29,51,F,3.0
272016,1971-12-03,51,F,7.0
274562,1971-12-03,51,M,6.0
273647,1971-12-09,50,M,7.0
272192,1971-12-10,50,F,3.0
267855,1971-12-10,50,F,7.0
271944,1971-12-11,50,F,5.0
271690,1971-12-15,50,F,8.0
271429,1971-12-17,50,F,5.0
267010,1971-12-18,50,F,4.0
274244,1971-12-18,50,M,2.0
271111,1971-12-19,50,M,2.0
267664,1971-12-22,50,F,10.0
274021,1971-12-23,50,F,9.0
273506,1971-12-23,50,M,3.0
274509,1971-12-26,50,F,10.0
269261,1971-12-27,50,F,7.0
272101,1971-12-27,50,M,3.0
272982,1972-01-01,50,F,10.0
269036,1972-01-03,50,F,2.0
270147,1972-01-07,50,F,6.0
271224,1972-01-08,50,F,9.0
274600,1972-01-10,50,M,1.0
271558,1972-01-12,50,M,6.0
270251,1972-01-13,50,M,4.0
269020,1972-01-14,50,M,4.0
272074,1972-01-15,50,F,10.0
270156,1972-01-22,50,M,6.0
271046,1972-01-23,50,F,4.0
273863,1972-01-23,50,F,6.0
269160,1972-01-24,50,F,1.0
274939,1972-01-24,50,F,5.0
275232,1972-01-27,50,M,10.0
270683,1972-01-28,50,F,5.0
274885,1972-01-29,50,F,1.0
271455,1972-02-01,50,F,9.0
275006,1972-02-01,50,M,2.0
267867,1972-02-02,50,M,3.0
274110,1972-02-03,50,M,5.0
268405,1972-02-03,50,F,4.0
267945,1972-02-05,50,M,1.0
271629,1972-02-08,50,F,5.0
270291,1972-02-10,50,M,8.0
272055,1972-02-15,50,M,4.0
273242,1972-02-15,50,F,3.0
273352,1972-02-15,50,F,5.0
268445,1972-02-18,50,M,6.0
271012,1972-02-20,50,F,10.0
274053,1972-02-20,50,F,5.0
274550,1972-02-21,50,M,7.0
270688,1972-02-21,50,F,2.0
270785,1972-02-22,50,M,2.0
270968,1972-02-22,50,F,5.0
274136,1972-02-23,50,F,1.0
274402,1972-02-24,50,M,7.0
270965,1972-02-25,50,M,2.0
269124,1972-02-28,50,M,3.0
269528,1972-02-28,50,M,7.0
275158,1972-03-01,50,M,3.0
270810,1972-03-01,50,F,1.0
269953,1972-03-01,50,M,8.0
273946,1972-03-03,50,M,1.0
270420,1972-03-03,50,F,6.0
267698,1972-03-03,50,M,7.0
272504,1972-03-06,50,M,3.0
269297,1972-03-06,50,M,6.0
272386,1972-03-08,50,M,2.0
268484,1972-03-09,50,F,9.0
269800,1972-03-09,50,F,6.0
269118,1972-03-10,50,F,6.0
275036,1972-03-11,50,M,5.0
267778,1972-03-11,50,F,7.0
271951,1972-03-11,50,F,4.0
271526,1972-03-12,50,F,4.0
267743,1972-03-13,50,M,10.0
272435,1972-03-13,50,F,7.0
273380,1972-03-15,50,F,8.0
270515,1972-03-15,50,M,6.0
271751,1972-03-17,50,F,8.0
271187,1972-03-18,50,F,1.0
267293,1972-03-18,50,M,2.0
273796,1972-03-20,50,M,5.0
267827,1972-03-20,50,F,7.0
272295,1972-03-20,50,M,6.0
270855,1972-03-20,50,M,7.0
266788,1972-03-20,50,F,2.0
271377,1972-03-21,50,M,7.0
274115,1972-03-25,50,F,2.0
271658,1972-03-25,50,F,10.0
268160,1972-03-29,50,M,7.0
273497,1972-04-02,50,M,2.0
272713,1972-04-02,50,F,7.0
274019,1972-04-05,50,M,6.0
268920,1972-04-07,50,M,1.0
273669,1972-04-07,50,F,9.0
273711,1972-04-08,50,M,4.0
272708,1972-04-15,50,M,10.0
268333,1972-04-17,50,F,8.0
271873,1972-04-17,50,M,1.0
272368,1972-04-17,50,M,3.0
274336,1972-04-19,50,M,10.0
274261,1972-04-28,50,M,4.0
272069,1972-04-29,50,F,8.0
274613,1972-05-02,50,M,9.0
272953,1972-05-02,50,M,1.0
270891,1972-05-05,50,F,6.0
268271,1972-05-08,50,M,3.0
271150,1972-05-12,50,F,8.0
273682,1972-05-13,50,F,8.0
271055,1972-05-14,50,M,3.0
273936,1972-05-16,50,F,9.0
273167,1972-05-17,50,M,9.0
270898,1972-05-18,50,M,3.0
272070,1972-05-18,50,F,10.0
272279,1972-05-19,50,M,9.0
270493,1972-05-22,50,M,9.0
273832,1972-05-23,50,M,8.0
271407,1972-05-23,50,F,2.0
274653,1972-05-26,50,M,8.0
270458,1972-05-26,50,M,2.0
268535,1972-05-27,50,F,4.0
268957,1972-06-01,50,M,2.0
267747,1972-06-02,50,M,5.0
270928,1972-06-02,50,M,2.0
274270,1972-06-06,50,F,1.0
268647,1972-06-07,50,M,9.0
275236,1972-06-08,50,F,2.0
274931,1972-06-10,50,M,10.0
270084,1972-06-10,50,F,4.0
273606,1972-06-13,50,F,10.0
273440,1972-06-15,50,M,9.0
271958,1972-06-15,50,F,9.0
266855,1972-06-16,50,M,10.0
273697,1972-06-16,50,F,1.0
273119,1972-06-17,50,F,9.0
273025,1972-06-17,50,F,6.0
269568,1972-06-17,50,M,2.0
267380,1972-06-19,50,F,4.0
275088,1972-06-23,50,F,2.0
269616,1972-06-23,50,F,8.0
272472,1972-06-24,50,F,5.0
269559,1972-06-24,50,M,1.0
268101,1972-06-25,50,M,3.0
270823,1972-06-28,50,M,5.0
273546,1972-06-29,50,F,9.0
268612,1972-07-02,50,F,4.0
269805,1972-07-04,50,F,6.0
273492,1972-07-05,50,F,7.0
272938,1972-07-06,50,M,8.0
271538,1972-07-10,50,F,5.0
275082,1972-07-11,50,M,9.0
274058,1972-07-13,50,F,10.0
273330,1972-07-13,50,M,1.0
268348,1972-07-15,50,M,5.0
272852,1972-07-18,50,F,10.0
273205,1972-07-19,50,M,2.0
269013,1972-07-20,50,M,1.0
267721,1972-07-22,50,F,9.0
273361,1972-07-22,50,F,8.0
269197,1972-07-22,50,M,8.0
267543,1972-07-24,50,F,7.0
274450,1972-07-24,50,F,9.0
270460,1972-07-27,50,M,5.0
275007,1972-07-29,50,M,4.0
267925,1972-08-02,50,M,4.0
269470,1972-08-02,50,M,4.0
273030,1972-08-03,50,F,3.0
271095,1972-08-04,50,M,3.0
269310,1972-08-06,50,M,4.0
274204,1972-08-09,50,F,1.0
272231,1972-08-10,50,F,5.0
273641,1972-08-17,50,F,2.0
273357,1972-08-18,50,F,9.0
271144,1972-08-19,50,F,2.0
274438,1972-08-20,50,F,6.0
270721,1972-08-20,50,M,1.0
274093,1972-08-21,50,M,2.0
273237,1972-08-26,50,M,3.0
270659,1972-08-27,50,M,10.0
267439,1972-08-27,50,M,1.0
269636,1972-09-03,50,F,2.0
274090,1972-09-04,50,F,10.0
271584,1972-09-04,50,M,9.0
270401,1972-09-05,50,F,8.0
274281,1972-09-05,50,F,5.0
271965,1972-09-06,50,M,4.0
270907,1972-09-09,50,F,1.0
273114,1972-09-09,50,F,8.0
273939,1972-09-09,50,F,9.0
273495,1972-09-11,50,M,6.0
269382,1972-09-12,50,F,1.0
270760,1972-09-16,50,F,8.0
269702,1972-09-16,50,M,6.0
267370,1972-09-21,50,M,4.0
273157,1972-09-23,50,F,3.0
268731,1972-09-25,50,M,8.0
268870,1972-09-26,50,F,7.0
266975,1972-09-27,50,M,4.0
272518,1972-10-02,50,F,9.0
268534,1972-10-02,50,M,9.0
267405,1972-10-03,50,F,2.0
272248,1972-10-04,50,M,7.0
269629,1972-10-05,50,M,6.0
267092,1972-10-08,50,F,7.0
273056,1972-10-10,50,F,3.0
267905,1972-10-12,50,F,9.0
274241,1972-10-13,50,F,9.0
274946,1972-10-14,50,M,4.0
273595,1972-10-16,50,M,3.0
271060,1972-10-16,50,M,4.0
274567,1972-10-18,50,M,2.0
268988,1972-10-19,50,M,6.0
273478,1972-10-20,50,F,3.0
267112,1972-10-22,50,M,7.0
270366,1972-10-24,50,M,3.0
267895,1972-10-25,50,F,10.0
272446,1972-10-26,50,F,7.0
272700,1972-10-27,50,M,6.0
272489,1972-10-28,50,F,6.0
268558,1972-11-02,50,F,4.0
272313,1972-11-02,50,F,5.0
272508,1972-11-05,50,M,9.0
272200,1972-11-06,50,M,4.0
275043,1972-11-08,50,M,4.0
271283,1972-11-10,50,M,2.0
272561,1972-11-12,50,M,8.0
268412,1972-11-13,50,F,4.0
267174,1972-11-16,50,M,1.0
266863,1972-11-17,50,M,6.0
267583,1972-11-21,50,M,4.0
270706,1972-11-24,50,M,1.0
273941,1972-11-26,50,F,8.0
269922,1972-11-26,50,M,5.0
267193,1972-11-27,50,M,1.0
269603,1972-11-28,50,M,4.0
273308,1972-11-28,50,M,1.0
267429,1972-11-29,50,F,2.0
271596,1972-11-29,50,F,9.0
274386,1972-12-01,50,M,6.0
268504,1972-12-05,49,M,6.0
269462,1972-12-05,49,F,6.0
273638,1972-12-09,49,M,8.0
268469,1972-12-10,49,F,10.0
267715,1972-12-10,49,F,7.0
273265,1972-12-12,49,F,5.0
272535,1972-12-12,49,F,4.0
268241,1972-12-13,49,M,5.0
274449,1972-12-15,49,M,4.0
267270,1972-12-16,49,M,2.0
274523,1972-12-16,49,F,8.0
272438,1972-12-16,49,M,9.0
269034,1972-12-16,49,M,10.0
273675,1972-12-18,49,M,7.0
267875,1972-12-18,49,F,8.0
268319,1972-12-19,49,M,10.0
272969,1972-12-19,49,M,5.0
272010,1972-12-22,49,F,5.0
268171,1972-12-22,49,M,3.0
268419,1972-12-23,49,F,3.0
268976,1972-12-26,49,M,4.0
267257,1972-12-26,49,M,4.0
269556,1972-12-27,49,M,5.0
271743,1972-12-27,49,F,3.0
269679,1972-12-28,49,M,4.0
269352,1973-01-03,49,F,3.0
269490,1973-01-05,49,M,5.0
268366,1973-01-09,49,F,9.0
274556,1973-01-10,49,F,8.0
267387,1973-01-11,49,M,9.0
273662,1973-01-12,49,M,10.0
270071,1973-01-17,49,F,5.0
268055,1973-01-20,49,M,5.0
270306,1973-01-21,49,M,1.0
271205,1973-01-23,49,M,7.0
275204,1973-01-24,49,F,1.0
270144,1973-01-28,49,F,5.0
274334,1973-02-01,49,M,5.0
273553,1973-02-04,49,M,3.0
274251,1973-02-05,49,M,5.0
267931,1973-02-06,49,F,10.0
267169,1973-02-07,49,M,8.0
271856,1973-02-08,49,F,7.0
267126,1973-02-09,49,M,8.0
268411,1973-02-10,49,F,1.0
274648,1973-02-13,49,M,8.0
268502,1973-02-14,49,F,6.0
272808,1973-02-15,49,M,6.0
272684,1973-02-17,49,F,6.0
267718,1973-02-19,49,F,9.0
272046,1973-02-20,49,M,5.0
272727,1973-02-20,49,M,3.0
273067,1973-02-21,49,F,5.0
272173,1973-02-21,49,M,8.0
272799,1973-02-24,49,F,6.0
269033,1973-02-24,49,M,6.0
267320,1973-02-25,49,M,3.0
269789,1973-02-27,49,F,2.0
269798,1973-02-28,49,F,4.0
269988,1973-03-02,49,M,6.0
268606,1973-03-03,49,F,1.0
268352,1973-03-04,49,F,8.0
266991,1973-03-05,49,M,5.0
269794,1973-03-07,49,F,10.0
267696,1973-03-09,49,F,8.0
272720,1973-03-09,49,F,2.0
275046,1973-03-10,49,M,10.0
271547,1973-03-10,49,F,7.0
269617,1973-03-11,49,F,3.0
269306,1973-03-11,49,M,6.0
273019,1973-03-11,49,F,4.0
274369,1973-03-14,49,F,9.0
274237,1973-03-17,49,M,10.0
275233,1973-03-17,49,M,5.0
270839,1973-03-19,49,M,5.0
269737,1973-03-19,49,M,6.0
271722,1973-03-20,49,M,6.0
275261,1973-03-21,49,F,10.0
275091,1973-03-26,49,F,2.0
