customer_Id,DOB,Gender,city_code
273150,14-05-1970,F,10.0
267386,15-05-1970,M,7.0
274350,16-05-1970,F,3.0
273645,22-05-1970,F,4.0
270911,22-05-1970,M,2.0
268424,23-05-1970,F,8.0
271045,23-05-1970,F,7.0
268627,01-06-1970,M,9.0
270430,01-06-1970,M,7.0
271626,02-06-1970,,6.0
272301,03-06-1970,F,8.0
269531,05-06-1970,M,2.0
274849,09-06-1970,M,4.0
271031,09-06-1970,F,2.0
272018,09-06-1970,F,6.0
272186,09-06-1970,M,10.0
270047,10-06-1970,M,1.0
274128,10-06-1970,M,10.0
268313,11-06-1970,F,8.0
270933,15-06-1970,M,8.0
271072,16-06-1970,M,6.0
271465,17-06-1970,F,9.0
274770,17-06-1970,F,2.0
270676,19-06-1970,M,5.0
273529,19-06-1970,F,1.0
273162,19-06-1970,M,8.0
268533,23-06-1970,F,6.0
275246,25-06-1970,M,3.0
267066,25-06-1970,F,10.0
269345,26-06-1970,F,10.0
275116,29-06-1970,M,5.0
273840,01-07-1970,M,3.0
268792,04-07-1970,M,4.0
274892,05-07-1970,F,8.0
273708,09-07-1970,F,7.0
272495,10-07-1970,M,8.0
272926,11-07-1970,F,4.0
268447,14-07-1970,M,
273442,16-07-1970,M,4.0
267081,17-07-1970,F,3.0
267042,23-07-1970,M,8.0
273151,24-07-1970,F,4.0
274169,24-07-1970,F,1.0
270130,26-07-1970,M,9.0
274546,26-07-1970,M,3.0
273575,27-07-1970,M,1.0
267280,02-08-1970,M,5.0
267304,03-08-1970,M,4.0
274445,06-08-1970,M,8.0
270678,06-08-1970,F,4.0
270328,07-08-1970,F,4.0
269449,09-08-1970,M,6.0
275014,12-08-1970,M,4.0
269825,21-08-1970,M,4.0
271750,23-08-1970,F,6.0
267826,24-08-1970,F,7.0
272501,26-08-1970,F,1.0
273587,29-08-1970,F,1.0
272721,01-09-1970,M,8.0
275134,02-09-1970,F,8.0
267713,03-09-1970,M,1.0
274029,03-09-1970,F,1.0
272261,03-09-1970,F,9.0
274628,04-09-1970,M,5.0
273776,06-09-1970,F,2.0
274743,06-09-1970,M,4.0
270051,07-09-1970,M,8.0
274455,08-09-1970,F,10.0
272088,08-09-1970,M,5.0
273583,08-09-1970,M,5.0
267490,09-09-1970,F,4.0
268709,09-09-1970,F,
267536,10-09-1970,M,3.0
271286,10-09-1970,M,1.0
273517,11-09-1970,M,5.0
268365,12-09-1970,M,5.0
266959,13-09-1970,F,1.0
272408,13-09-1970,M,6.0
271177,14-09-1970,F,5.0
274180,14-09-1970,M,6.0
267613,15-09-1970,M,3.0
270748,17-09-1970,M,5.0
274682,19-09-1970,M,10.0
266822,20-09-1970,F,9.0
272017,22-09-1970,M,8.0
267424,22-09-1970,M,7.0
272402,23-09-1970,F,10.0
274194,24-09-1970,M,5.0
274232,26-09-1970,F,5.0
272777,29-09-1970,M,7.0
273372,29-09-1970,F,1.0
273398,01-10-1970,F,1.0
267707,02-10-1970,F,2.0
273170,03-10-1970,F,8.0
271924,03-10-1970,M,5.0
270446,05-10-1970,M,10.0
273353,07-10-1970,F,4.0
270331,08-10-1970,F,10.0
269676,09-10-1970,M,8.0
269919,11-10-1970,M,1.0
268312,12-10-1970,F,9.0
267959,12-10-1970,M,6.0
268998,12-10-1970,F,7.0
272784,14-10-1970,F,8.0
270619,16-10-1970,M,6.0
274865,18-10-1970,F,8.0
273705,20-10-1970,M,5.0
268772,20-10-1970,F,3.0
266972,21-10-1970,M,7.0
269235,22-10-1970,F,4.0
270938,23-10-1970,F,9.0
271959,26-10-1970,M,9.0
272168,26-10-1970,M,2.0
271587,27-10-1970,F,10.0
273929,28-10-1970,M,5.0
268697,29-10-1970,F,1.0
270567,01-11-1970,M,8.0
268635,01-11-1970,M,4.0
275166,05-11-1970,M,10.0
267603,06-11-1970,F,1.0
266954,06-11-1970,M,4.0
267396,13-11-1970,M,9.0
272922,14-11-1970,F,7.0
268481,15-11-1970,F,3.0
268084,18-11-1970,M,1.0
274493,19-11-1970,M,5.0
273222,19-11-1970,M,6.0
270316,19-11-1970,M,4.0
270945,23-11-1970,M,1.0
275123,23-11-1970,M,9.0
267589,24-11-1970,F,9.0
269243,25-11-1970,F,7.0
273122,28-11-1970,M,4.0
274486,29-11-1970,M,9.0
273556,01-12-1970,M,3.0
270352,04-12-1970,M,2.0
275200,04-12-1970,M,8.0
272212,10-12-1970,M,4.0
273169,12-12-1970,F,3.0
273664,13-12-1970,M,6.0
267851,13-12-1970,M,3.0
268636,15-12-1970,M,4.0
269458,16-12-1970,F,10.0
269867,17-12-1970,F,1.0
270218,18-12-1970,F,8.0
272117,19-12-1970,M,10.0
268282,22-12-1970,F,1.0
268578,24-12-1970,M,7.0
270768,27-12-1970,M,10.0
269715,02-01-1971,M,10.0
267512,07-01-1971,F,7.0
267618,08-01-1971,M,2.0
267359,08-01-1971,M,1.0
272126,10-01-1971,M,9.0
274990,10-01-1971,M,9.0
269471,10-01-1971,F,2.0
270080,11-01-1971,M,8.0
274669,11-01-1971,F,9.0
275111,12-01-1971,M,8.0
269574,14-01-1971,F,5.0
273602,15-01-1971,M,2.0
267558,17-01-1971,M,6.0
271776,22-01-1971,F,10.0
272992,22-01-1971,F,1.0
274215,23-01-1971,M,8.0
272536,28-01-1971,M,2.0
274101,01-02-1971,M,1.0
270120,01-02-1971,F,9.0
274913,02-02-1971,M,8.0
271323,02-02-1971,M,1.0
268744,06-02-1971,F,2.0
271900,08-02-1971,M,9.0
272594,09-02-1971,M,10.0
272418,13-02-1971,F,6.0
270738,14-02-1971,F,1.0
272874,15-02-1971,F,1.0
270427,15-02-1971,F,5.0
271975,16-02-1971,M,2.0
269139,20-02-1971,M,3.0
268813,21-02-1971,M,7.0
269091,23-02-1971,F,10.0
268583,23-02-1971,F,8.0
270534,24-02-1971,M,7.0
274978,26-02-1971,M,9.0
270393,26-02-1971,F,1.0
266794,28-02-1971,F,9.0
266886,28-02-1971,M,1.0
272497,01-03-1971,M,10.0
273545,01-03-1971,M,3.0
270252,02-03-1971,M,5.0
267101,02-03-1971,M,8.0
270631,05-03-1971,F,8.0
267818,07-03-1971,M,2.0
267742,08-03-1971,M,5.0
275023,09-03-1971,M,6.0
271019,09-03-1971,F,5.0
271718,10-03-1971,F,6.0
271905,11-03-1971,F,2.0
267976,11-03-1971,F,10.0
270921,14-03-1971,F,7.0
270770,15-03-1971,M,5.0
275172,16-03-1971,F,1.0
270711,17-03-1971,F,7.0
268581,17-03-1971,F,9.0
274073,18-03-1971,M,10.0
272009,19-03-1971,M,8.0
267346,19-03-1971,M,7.0
274839,19-03-1971,F,7.0
267269,21-03-1971,F,4.0
274441,22-03-1971,M,1.0
272940,25-03-1971,F,1.0
274807,28-03-1971,F,7.0
267240,29-03-1971,M,6.0
268670,01-04-1971,M,9.0
267350,01-04-1971,F,9.0
269218,06-04-1971,M,8.0
270002,08-04-1971,M,7.0
271651,10-04-1971,F,1.0
269658,11-04-1971,F,6.0
268500,13-04-1971,F,7.0
267228,14-04-1971,F,6.0
268657,18-04-1971,F,8.0
267032,21-04-1971,F,4.0
268342,21-04-1971,M,7.0
271489,21-04-1971,M,9.0
267078,22-04-1971,M,5.0
267463,22-04-1971,F,4.0
274960,24-04-1971,F,9.0
273358,25-04-1971,F,8.0
267098,27-04-1971,F,9.0
273781,28-04-1971,F,3.0
272037,29-04-1971,F,7.0
271485,01-05-1971,M,10.0
268909,01-05-1971,M,2.0
271684,04-05-1971,M,4.0
272672,05-05-1971,F,10.0
274551,06-05-1971,M,3.0
273807,08-05-1971,M,9.0
274818,08-05-1971,M,4.0
274092,10-05-1971,M,9.0
274008,11-05-1971,M,6.0
269935,11-05-1971,F,4.0
274549,13-05-1971,M,1.0
269245,20-05-1971,M,4.0
268263,20-05-1971,F,1.0
270478,20-05-1971,F,7.0
272729,21-05-1971,F,2.0
272839,22-05-1971,F,8.0
270150,22-05-1971,F,8.0
273963,24-05-1971,F,7.0
269844,25-05-1971,F,9.0
275174,27-05-1971,F,10.0
266931,29-05-1971,F,4.0
273146,04-06-1971,M,5.0
267995,04-06-1971,M,4.0
270036,04-06-1971,M,8.0
268301,05-06-1971,F,1.0
268200,05-06-1971,F,1.0
274412,06-06-1971,F,4.0
267852,07-06-1971,F,9.0
267639,07-06-1971,M,8.0
274837,09-06-1971,F,3.0
273383,11-06-1971,F,6.0
274632,13-06-1971,F,3.0
273397,14-06-1971,F,5.0
274406,15-06-1971,F,1.0
267849,17-06-1971,F,3.0
271331,18-06-1971,F,9.0
274662,20-06-1971,M,7.0
271827,21-06-1971,M,3.0
270119,23-06-1971,F,2.0
267452,24-06-1971,F,5.0
267395,24-06-1971,M,6.0
271915,24-06-1971,F,7.0
272098,25-06-1971,F,4.0
267001,27-06-1971,F,6.0
268363,29-06-1971,M,10.0
268840,29-06-1971,M,8.0
270586,29-06-1971,M,2.0
272162,03-07-1971,F,5.0
269473,04-07-1971,M,4.0
269756,04-07-1971,M,3.0
271445,05-07-1971,F,3.0
271345,06-07-1971,F,8.0
273527,07-07-1971,F,2.0
269357,08-07-1971,M,9.0
273924,09-07-1971,F,7.0
268629,10-07-1971,F,9.0
274084,10-07-1971,F,5.0
270259,10-07-1971,M,5.0
270764,11-07-1971,M,1.0
268197,11-07-1971,M,3.0
271492,11-07-1971,F,5.0
267634,11-07-1971,M,5.0
270818,14-07-1971,F,1.0
274663,15-07-1971,F,1.0
270378,18-07-1971,F,2.0
273445,18-07-1971,M,2.0
270922,21-07-1971,F,7.0
274504,24-07-1971,F,5.0
274295,25-07-1971,F,1.0
267815,26-07-1971,F,10.0
268385,27-07-1971,M,4.0
269058,29-07-1971,M,8.0
273997,29-07-1971,M,3.0
269035,29-07-1971,M,2.0
273868,02-08-1971,M,2.0
269764,03-08-1971,M,5.0
273456,04-08-1971,M,6.0
267914,06-08-1971,M,8.0
269244,08-08-1971,F,8.0
274177,08-08-1971,M,5.0
268916,10-08-1971,F,6.0
269315,12-08-1971,M,2.0
272893,12-08-1971,M,10.0
272094,12-08-1971,F,7.0
271027,13-08-1971,M,8.0
271122,16-08-1971,M,2.0
268700,18-08-1971,F,3.0
275104,18-08-1971,M,3.0
271863,19-08-1971,M,1.0
271784,22-08-1971,M,3.0
274488,24-08-1971,M,7.0
273518,25-08-1971,F,8.0
271636,29-08-1971,M,9.0
268099,01-09-1971,M,5.0
275148,03-09-1971,F,4.0
268108,03-09-1971,M,7.0
266854,04-09-1971,M,5.0
273986,07-09-1971,M,9.0
268786,07-09-1971,F,10.0
268453,09-09-1971,M,3.0
270203,11-09-1971,M,4.0
267807,11-09-1971,M,7.0
270154,16-09-1971,F,4.0
274268,21-09-1971,M,9.0
268698,04-10-1971,M,5.0
274927,06-10-1971,M,3.0
270451,07-10-1971,F,10.0
273563,08-10-1971,F,6.0
267545,09-10-1971,M,8.0
273318,12-10-1971,F,4.0
271179,12-10-1971,F,5.0
270861,14-10-1971,M,4.0
271679,15-10-1971,F,5.0
268021,18-10-1971,F,10.0
272062,19-10-1971,F,5.0
274629,20-10-1971,M,5.0
273502,21-10-1971,M,3.0
275033,21-10-1971,F,10.0
270254,24-10-1971,F,7.0
267621,26-10-1971,F,7.0
272082,27-10-1971,M,5.0
274802,28-10-1971,F,9.0
275190,02-11-1971,M,6.0
268347,03-11-1971,M,6.0
273618,03-11-1971,F,9.0
275108,04-11-1971,F,8.0
268346,04-11-1971,F,7.0
274279,06-11-1971,M,2.0
267658,07-11-1971,F,5.0
273036,09-11-1971,F,2.0
274522,10-11-1971,M,7.0
274517,11-11-1971,F,10.0
272614,12-11-1971,F,8.0
272767,13-11-1971,M,8.0
269031,14-11-1971,F,10.0
268708,15-11-1971,F,5.0
274299,19-11-1971,F,7.0
270308,19-11-1971,F,9.0
268074,21-11-1971,M,5.0
274773,21-11-1971,M,8.0
270977,22-11-1971,F,5.0
270003,22-11-1971,M,5.0
270197,24-11-1971,M,3.0
269396,25-11-1971,M,3.0
272707,25-11-1971,F,8.0
273849,28-11-1971,M,8.0
275098,29-11-1971,F,2.0
268959,29-11-1971,F,3.0
272016,03-12-1971,F,7.0
274562,03-12-1971,M,6.0
273647,09-12-1971,M,7.0
272192,10-12-1971,F,3.0
267855,10-12-1971,F,7.0
271944,11-12-1971,F,5.0
271690,15-12-1971,F,8.0
271429,17-12-1971,F,5.0
267010,18-12-1971,F,4.0
274244,18-12-1971,M,2.0
271111,19-12-1971,M,2.0
267664,22-12-1971,F,10.0
274021,23-12-1971,F,9.0
273506,23-12-1971,M,3.0
274509,26-12-1971,F,10.0
269261,27-12-1971,F,7.0
272101,27-12-1971,M,3.0
272982,01-01-1972,F,10.0
269036,03-01-1972,F,2.0
270147,07-01-1972,F,6.0
271224,08-01-1972,F,9.0
274600,10-01-1972,M,1.0
271558,12-01-1972,M,6.0
270251,13-01-1972,M,4.0
269020,14-01-1972,M,4.0
272074,15-01-1972,F,10.0
270156,22-01-1972,M,6.0
271046,23-01-1972,F,4.0
273863,23-01-1972,F,6.0
269160,24-01-1972,F,1.0
274939,24-01-1972,F,5.0
275232,27-01-1972,M,10.0
270683,28-01-1972,F,5.0
274885,29-01-1972,F,1.0
271455,01-02-1972,F,9.0
275006,01-02-1972,M,2.0
267867,02-02-1972,M,3.0
274110,03-02-1972,M,5.0
268405,03-02-1972,F,4.0
267945,05-02-1972,M,1.0
271629,08-02-1972,F,5.0
270291,10-02-1972,M,8.0
272055,15-02-1972,M,4.0
273242,15-02-1972,F,3.0
273352,15-02-1972,F,5.0
268445,18-02-1972,M,6.0
271012,20-02-1972,F,10.0
274053,20-02-1972,F,5.0
274550,21-02-1972,M,7.0
270688,21-02-1972,F,2.0
270785,22-02-1972,M,2.0
270968,22-02-1972,F,5.0
274136,23-02-1972,F,1.0
274402,24-02-1972,M,7.0
270965,25-02-1972,M,2.0
269124,28-02-1972,M,3.0
269528,28-02-1972,M,7.0
275158,01-03-1972,M,3.0
270810,01-03-1972,F,1.0
269953,01-03-1972,M,8.0
273946,03-03-1972,M,1.0
270420,03-03-1972,F,6.0
267698,03-03-1972,M,7.0
272504,06-03-1972,M,3.0
269297,06-03-1972,M,6.0
272386,08-03-1972,M,2.0
268484,09-03-1972,F,9.0
269800,09-03-1972,F,6.0
269118,10-03-1972,F,6.0
275036,11-03-1972,M,5.0
267778,11-03-1972,F,7.0
271951,11-03-1972,F,4.0
271526,12-03-1972,F,4.0
267743,13-03-1972,M,10.0
272435,13-03-1972,F,7.0
273380,15-03-1972,F,8.0
270515,15-03-1972,M,6.0
271751,17-03-1972,F,8.0
271187,18-03-1972,F,1.0
267293,18-03-1972,M,2.0
273796,20-03-1972,M,5.0
267827,20-03-1972,F,7.0
272295,20-03-1972,M,6.0
270855,20-03-1972,M,7.0
266788,20-03-1972,F,2.0
271377,21-03-1972,M,7.0
274115,25-03-1972,F,2.0
271658,25-03-1972,F,10.0
268160,29-03-1972,M,7.0
273497,02-04-1972,M,2.0
272713,02-04-1972,F,7.0
274019,05-04-1972,M,6.0
268920,07-04-1972,M,1.0
273669,07-04-1972,F,9.0
273711,08-04-1972,M,4.0
272708,15-04-1972,M,10.0
268333,17-04-1972,F,8.0
271873,17-04-1972,M,1.0
272368,17-04-1972,M,3.0
274336,19-04-1972,M,10.0
274261,28-04-1972,M,4.0
272069,29-04-1972,F,8.0
274613,02-05-1972,M,9.0
272953,02-05-1972,M,1.0
270891,05-05-1972,F,6.0
268271,08-05-1972,M,3.0
271150,12-05-1972,F,8.0
273682,13-05-1972,F,8.0
271055,14-05-1972,M,3.0
273936,16-05-1972,F,9.0
273167,17-05-1972,M,9.0
270898,18-05-1972,M,3.0
272070,18-05-1972,F,10.0
272279,19-05-1972,M,9.0
270493,22-05-1972,M,9.0
273832,23-05-1972,M,8.0
271407,23-05-1972,F,2.0
274653,26-05-1972,M,8.0
270458,26-05-1972,M,2.0
268535,27-05-1972,F,4.0
268957,01-06-1972,M,2.0
267747,02-06-1972,M,5.0
270928,02-06-1972,M,2.0
274270,06-06-1972,F,1.0
268647,07-06-1972,M,9.0
275236,08-06-1972,F,2.0
274931,10-06-1972,M,10.0
270084,10-06-1972,F,4.0
273606,13-06-1972,F,10.0
273440,15-06-1972,M,9.0
271958,15-06-1972,F,9.0
266855,16-06-1972,M,10.0
273697,16-06-1972,F,1.0
273119,17-06-1972,F,9.0
273025,17-06-1972,F,6.0
269568,17-06-1972,M,2.0
267380,19-06-1972,F,4.0
275088,23-06-1972,F,2.0
269616,23-06-1972,F,8.0
272472,24-06-1972,F,5.0
269559,24-06-1972,M,1.0
268101,25-06-1972,M,3.0
270823,28-06-1972,M,5.0
273546,29-06-1972,F,9.0
268612,02-07-1972,F,4.0
269805,04-07-1972,F,6.0
273492,05-07-1972,F,7.0
272938,06-07-1972,M,8.0
271538,10-07-1972,F,5.0
275082,11-07-1972,M,9.0
274058,13-07-1972,F,10.0
273330,13-07-1972,M,1.0
268348,15-07-1972,M,5.0
272852,18-07-1972,F,10.0
273205,19-07-1972,M,2.0
269013,20-07-1972,M,1.0
267721,22-07-1972,F,9.0
273361,22-07-1972,F,8.0
269197,22-07-1972,M,8.0
267543,24-07-1972,F,7.0
274450,24-07-1972,F,9.0
270460,27-07-1972,M,5.0
275007,29-07-1972,M,4.0
267925,02-08-1972,M,4.0
269470,02-08-1972,M,4.0
273030,03-08-1972,F,3.0
271095,04-08-1972,M,3.0
269310,06-08-1972,M,4.0
274204,09-08-1972,F,1.0
272231,10-08-1972,F,5.0
273641,17-08-1972,F,2.0
273357,18-08-1972,F,9.0
271144,19-08-1972,F,2.0
274438,20-08-1972,F,6.0
270721,20-08-1972,M,1.0
274093,21-08-1972,M,2.0
273237,26-08-1972,M,3.0
270659,27-08-1972,M,10.0
267439,27-08-1972,M,1.0
269636,03-09-1972,F,2.0
274090,04-09-1972,F,10.0
271584,04-09-1972,M,9.0
270401,05-09-1972,F,8.0
274281,05-09-1972,F,5.0
271965,06-09-1972,M,4.0
270907,09-09-1972,F,1.0
273114,09-09-1972,F,8.0
273939,09-09-1972,F,9.0
273495,11-09-1972,M,6.0
269382,12-09-1972,F,1.0
270760,16-09-1972,F,8.0
269702,16-09-1972,M,6.0
267370,21-09-1972,M,4.0
273157,23-09-1972,F,3.0
268731,25-09-1972,M,8.0
268870,26-09-1972,F,7.0
266975,27-09-1972,M,4.0
272518,02-10-1972,F,9.0
268534,02-10-1972,M,9.0
267405,03-10-1972,F,2.0
272248,04-10-1972,M,7.0
269629,05-10-1972,M,6.0
267092,08-10-1972,F,7.0
273056,10-10-1972,F,3.0
267905,12-10-1972,F,9.0
274241,13-10-1972,F,9.0
274946,14-10-1972,M,4.0
273595,16-10-1972,M,3.0
271060,16-10-1972,M,4.0
274567,18-10-1972,M,2.0
268988,19-10-1972,M,6.0
273478,20-10-1972,F,3.0
267112,22-10-1972,M,7.0
270366,24-10-1972,M,3.0
267895,25-10-1972,F,10.0
272446,26-10-1972,F,7.0
272700,27-10-1972,M,6.0
272489,28-10-1972,F,6.0
268558,02-11-1972,F,4.0
272313,02-11-1972,F,5.0
272508,05-11-1972,M,9.0
272200,06-11-1972,M,4.0
275043,08-11-1972,M,4.0
271283,10-11-1972,M,2.0
272561,12-11-1972,M,8.0
268412,13-11-1972,F,4.0
267174,16-11-1972,M,1.0
266863,17-11-1972,M,6.0
267583,21-11-1972,M,4.0
270706,24-11-1972,M,1.0
273941,26-11-1972,F,8.0
269922,26-11-1972,M,5.0
267193,27-11-1972,M,1.0
269603,28-11-1972,M,4.0
273308,28-11-1972,M,1.0
267429,29-11-1972,F,2.0
271596,29-11-1972,F,9.0
274386,01-12-1972,M,6.0
268504,05-12-1972,M,6.0
269462,05-12-1972,F,6.0
273638,09-12-1972,M,8.0
268469,10-12-1972,F,10.0
267715,10-12-1972,F,7.0
273265,12-12-1972,F,5.0
272535,12-12-1972,F,4.0
268241,13-12-1972,M,5.0
274449,15-12-1972,M,4.0
267270,16-12-1972,M,2.0
274523,16-12-1972,F,8.0
272438,16-12-1972,M,9.0
269034,16-12-1972,M,10.0
273675,18-12-1972,M,7.0
267875,18-12-1972,F,8.0
268319,19-12-1972,M,10.0
272969,19-12-1972,M,5.0
272010,22-12-1972,F,5.0
268171,22-12-1972,M,3.0
268419,23-12-1972,F,3.0
268976,26-12-1972,M,4.0
267257,26-12-1972,M,4.0
269556,27-12-1972,M,5.0
271743,27-12-1972,F,3.0
269679,28-12-1972,M,4.0
269352,03-01-1973,F,3.0
269490,05-01-1973,M,5.0
268366,09-01-1973,F,9.0
274556,10-01-1973,F,8.0
267387,11-01-1973,M,9.0
273662,12-01-1973,M,10.0
270071,17-01-1973,F,5.0
268055,20-01-1973,M,5.0
270306,21-01-1973,M,1.0
271205,23-01-1973,M,7.0
275204,24-01-1973,F,1.0
270144,28-01-1973,F,5.0
274334,01-02-1973,M,5.0
273553,04-02-1973,M,3.0
274251,05-02-1973,M,5.0
267931,06-02-1973,F,10.0
267169,07-02-1973,M,8.0
271856,08-02-1973,F,7.0
267126,09-02-1973,M,8.0
268411,10-02-1973,F,1.0
274648,13-02-1973,M,8.0
268502,14-02-1973,F,6.0
272808,15-02-1973,M,6.0
272684,17-02-1973,F,6.0
267718,19-02-1973,F,9.0
272046,20-02-1973,M,5.0
272727,20-02-1973,M,3.0
273067,21-02-1973,F,5.0
272173,21-02-1973,M,8.0
272799,24-02-1973,F,6.0
269033,24-02-1973,M,6.0
267320,25-02-1973,M,3.0
269789,27-02-1973,F,2.0
269798,28-02-1973,F,4.0
269988,02-03-1973,M,6.0
268606,03-03-1973,F,1.0
268352,04-03-1973,F,8.0
266991,05-03-1973,M,5.0
269794,07-03-1973,F,10.0
267696,09-03-1973,F,8.0
272720,09-03-1973,F,2.0
275046,10-03-1973,M,10.0
271547,10-03-1973,F,7.0
269617,11-03-1973,F,3.0
269306,11-03-1973,M,6.0
273019,11-03-1973,F,4.0
274369,14-03-1973,F,9.0
274237,17-03-1973,M,10.0
275233,17-03-1973,M,5.0
270839,19-03-1973,M,5.0
269737,19-03-1973,M,6.0
271722,20-03-1973,M,6.0
275261,21-03-1973,F,10.0
275091,26-03-1973,F,2.0
267892,27-03-1973,F,4.0
269376,02-04-1973,F,8.0
274356,02-04-1973,F,9.0
271818,03-04-1973,M,7.0
269887,03-04-1973,M,2.0
274124,04-04-1973,F,1.0
275136,06-04-1973,M,4.0
268825,06-04-1973,M,6.0
267637,07-04-1973,F,4.0
267309,08-04-1973,F,1.0
273637,12-04-1973,M,2.0
271448,12-04-1973,M,4.0
271569,23-04-1973,F,3.0
271862,24-04-1973,M,8.0
271108,28-04-1973,M,10.0
274364,28-04-1973,M,10.0
274780,01-05-1973,M,6.0
273014,02-05-1973,M,4.0
270672,03-05-1973,M,2.0
268173,04-05-1973,M,8.0
267588,04-05-1973,M,8.0
267097,05-05-1973,M,2.0
270955,05-05-1973,M,1.0
272314,05-05-1973,M,1.0
268608,05-05-1973,M,8.0
267432,07-05-1973,F,5.0
268585,08-05-1973,F,4.0
269088,09-05-1973,M,8.0
271929,09-05-1973,F,6.0
270255,10-05-1973,M,1.0
273634,10-05-1973,F,6.0
270384,11-05-1973,F,8.0
269259,14-05-1973,F,7.0
272568,17-05-1973,F,10.0
272879,21-05-1973,M,5.0
273258,26-05-1973,M,8.0
269466,26-05-1973,F,6.0
274490,01-06-1973,F,4.0
273435,02-06-1973,M,5.0
268810,02-06-1973,F,6.0
266824,04-06-1973,M,7.0
270788,04-06-1973,M,4.0
275262,06-06-1973,M,10.0
272487,08-06-1973,F,9.0
268328,08-06-1973,F,7.0
271838,10-06-1973,F,5.0
270075,11-06-1973,M,3.0
274868,14-06-1973,F,2.0
268716,15-06-1973,M,2.0
273136,20-06-1973,M,4.0
266982,22-06-1973,M,5.0
267327,22-06-1973,F,3.0
269063,23-06-1973,M,3.0
274363,28-06-1973,M,1.0
272054,03-07-1973,M,1.0
270950,05-07-1973,F,6.0
267116,07-07-1973,F,7.0
269361,09-07-1973,F,10.0
267962,12-07-1973,M,9.0
267888,12-07-1973,F,10.0
273719,16-07-1973,M,9.0
270923,16-07-1973,F,2.0
271888,17-07-1973,F,5.0
273455,17-07-1973,M,8.0
267301,19-07-1973,F,2.0
271327,20-07-1973,F,3.0
271341,22-07-1973,M,10.0
274866,23-07-1973,F,2.0
272371,28-07-1973,M,5.0
269172,28-07-1973,F,4.0
268681,29-07-1973,M,8.0
266815,07-08-1973,F,4.0
268337,08-08-1973,M,10.0
272981,11-08-1973,M,8.0
274452,11-08-1973,F,4.0
269003,12-08-1973,M,6.0
272459,13-08-1973,F,4.0
268924,16-08-1973,F,3.0
270573,20-08-1973,F,1.0
272809,20-08-1973,M,7.0
274788,22-08-1973,M,2.0
272716,23-08-1973,M,4.0
273053,23-08-1973,F,5.0
271279,24-08-1973,M,3.0
272170,25-08-1973,F,5.0
267214,25-08-1973,F,6.0
267226,26-08-1973,M,2.0
272385,01-09-1973,M,2.0
272511,01-09-1973,F,5.0
273644,01-09-1973,F,3.0
273261,02-09-1973,F,9.0
273823,04-09-1973,M,9.0
268172,06-09-1973,M,1.0
274733,06-09-1973,M,10.0
272341,10-09-1973,F,9.0
270787,10-09-1973,F,6.0
270771,12-09-1973,F,7.0
275210,13-09-1973,M,2.0
